condition,axis,mag,protocol,nds,map6,rrs
ER,roll,-8,CAM_BACK_LEFT,0.5544,0.5124,0.9996
ER,roll,-8,all,0.5516,0.5109,0.9945
ER,roll,-4,CAM_FRONT_RIGHT,0.5547,0.5137,1.0002
ER,roll,-4,CAM_BACK,0.5544,0.5134,0.9996
ER,roll,-4,CAM_BACK_RIGHT,0.5546,0.5131,0.9998
ER,roll,4,CAM_FRONT,0.5542,0.5132,0.9991
ER,roll,4,CAM_FRONT_LEFT,0.5551,0.5141,1.0007
ER,roll,4,CAM_BACK_LEFT,0.5541,0.5134,0.9989
ER,roll,4,all,0.5534,0.5132,0.9978
ER,roll,8,CAM_FRONT_RIGHT,0.5538,0.5125,0.9984
ER,roll,8,CAM_BACK,0.5528,0.5107,0.9966
ER,roll,8,CAM_BACK_RIGHT,0.5542,0.5123,0.9992
ER,roll,12,CAM_FRONT,0.5514,0.5108,0.9941
ER,roll,12,CAM_FRONT_LEFT,0.5539,0.5119,0.9986
ER,roll,12,CAM_BACK_LEFT,0.5524,0.5114,0.9959
ER,roll,12,all,0.5393,0.4941,0.9724
ER,roll,16,CAM_FRONT_RIGHT,0.5517,0.5092,0.9947
ER,roll,16,CAM_BACK,0.5438,0.4979,0.9804
ER,roll,16,CAM_BACK_RIGHT,0.5519,0.5085,0.9950
ER,roll,20,CAM_FRONT,0.5447,0.5015,0.9820
ER,roll,20,CAM_FRONT_LEFT,0.5501,0.5071,0.9918
ER,roll,20,CAM_BACK_LEFT,0.5488,0.5067,0.9895
ER,roll,20,all,0.5067,0.4492,0.9135
VR,yaw,-20,CAM_FRONT_RIGHT,0.5298,0.4670,0.9552
VR,yaw,-20,CAM_BACK,0.4364,0.2898,0.7868
VR,yaw,-20,CAM_BACK_RIGHT,0.5383,0.4816,0.9704
VR,yaw,-16,CAM_FRONT,0.4379,0.2888,0.7895
VR,yaw,-16,CAM_FRONT_LEFT,0.5091,0.4345,0.9179
VR,yaw,-16,CAM_BACK_LEFT,0.5008,0.4144,0.9029
VR,yaw,-16,all,0.2322,0.0404,0.4186
VR,yaw,-12,CAM_FRONT_RIGHT,0.5337,0.4769,0.9622
VR,yaw,-12,CAM_BACK,0.4444,0.3091,0.8012
VR,yaw,-12,CAM_BACK_RIGHT,0.5447,0.4916,0.9820
VR,yaw,-8,CAM_FRONT,0.4617,0.3419,0.8324
VR,yaw,-8,CAM_FRONT_LEFT,0.5234,0.4590,0.9436
VR,yaw,-8,CAM_BACK_LEFT,0.5217,0.4539,0.9405
VR,yaw,-8,all,0.3089,0.1299,0.5570
VR,yaw,-4,CAM_FRONT_RIGHT,0.5460,0.4995,0.9843
VR,yaw,-4,CAM_BACK,0.4985,0.4205,0.8987
VR,yaw,-4,CAM_BACK_RIGHT,0.5510,0.5059,0.9933
VR,yaw,4,CAM_FRONT,0.5002,0.4271,0.9018
VR,yaw,4,CAM_FRONT_LEFT,0.5329,0.4765,0.9608
VR,yaw,4,CAM_BACK_LEFT,0.5370,0.4830,0.9681
VR,yaw,4,all,0.3957,0.2802,0.7134
VR,yaw,8,CAM_FRONT_RIGHT,0.5359,0.4822,0.9662
VR,yaw,8,CAM_BACK,0.4506,0.3286,0.8124
VR,yaw,8,CAM_BACK_RIGHT,0.5418,0.4897,0.9768
VR,yaw,12,CAM_FRONT,0.4594,0.3398,0.8282
VR,yaw,12,CAM_FRONT_LEFT,0.5021,0.4144,0.9052
VR,yaw,12,CAM_BACK_LEFT,0.5133,0.4393,0.9254
VR,yaw,12,all,0.2561,0.0558,0.4618
VR,yaw,16,CAM_FRONT_RIGHT,0.5262,0.4656,0.9487
VR,yaw,16,CAM_BACK,0.4171,0.2697,0.7521
VR,yaw,16,CAM_BACK_RIGHT,0.5297,0.4683,0.9550
VR,yaw,20,CAM_FRONT,0.4574,0.3344,0.8246
VR,yaw,20,CAM_FRONT_LEFT,0.4919,0.3920,0.8868
VR,yaw,20,CAM_BACK_LEFT,0.5029,0.4220,0.9067
VR,yaw,20,all,0.2030,0.0184,0.3660
VR,pitch,-20,CAM_FRONT_RIGHT,0.5346,0.4748,0.9638
VR,pitch,-20,CAM_BACK,0.4567,0.3459,0.8234
VR,pitch,-20,CAM_BACK_RIGHT,0.5260,0.4606,0.9484
VR,pitch,-16,CAM_FRONT,0.4832,0.3839,0.8712
VR,pitch,-16,CAM_FRONT_LEFT,0.5182,0.4477,0.9343
VR,pitch,-16,CAM_BACK_LEFT,0.5031,0.4133,0.9070
VR,pitch,-16,all,0.0500,0.0061,0.0902
VR,pitch,-12,CAM_FRONT_RIGHT,0.5313,0.4690,0.9578
VR,pitch,-12,CAM_BACK,0.4477,0.3409,0.8072
VR,pitch,-12,CAM_BACK_RIGHT,0.5380,0.4806,0.9700
VR,pitch,-8,CAM_FRONT,0.4744,0.3678,0.8552
VR,pitch,-8,CAM_FRONT_LEFT,0.5099,0.4359,0.9192
VR,pitch,-8,CAM_BACK_LEFT,0.5034,0.4143,0.9075
VR,pitch,-8,all,0.1182,0.0189,0.2131
VR,pitch,-4,CAM_FRONT_RIGHT,0.5347,0.4772,0.9640
VR,pitch,-4,CAM_BACK,0.4407,0.3245,0.7945
VR,pitch,-4,CAM_BACK_RIGHT,0.5421,0.4825,0.9773
VR,pitch,4,CAM_FRONT,0.4713,0.3735,0.8497
VR,pitch,4,CAM_FRONT_LEFT,0.5122,0.4495,0.9235
VR,pitch,4,CAM_BACK_LEFT,0.5158,0.4500,0.9299
VR,pitch,4,all,0.2374,0.0886,0.4281
VR,pitch,8,CAM_FRONT_RIGHT,0.5375,0.4815,0.9690
VR,pitch,8,CAM_BACK,0.4548,0.3502,0.8199
VR,pitch,8,CAM_BACK_RIGHT,0.5350,0.4809,0.9646
VR,pitch,12,CAM_FRONT,0.4804,0.3831,0.8661
VR,pitch,12,CAM_FRONT_LEFT,0.5171,0.4489,0.9322
VR,pitch,12,CAM_BACK_LEFT,0.5070,0.4268,0.9141
VR,pitch,12,all,0.0674,0.0211,0.1216
VR,pitch,16,CAM_FRONT_RIGHT,0.5391,0.4830,0.9720
VR,pitch,16,CAM_BACK,0.4547,0.3502,0.8198
VR,pitch,16,CAM_BACK_RIGHT,0.5294,0.4616,0.9545
VR,pitch,20,CAM_FRONT,0.4825,0.3831,0.8698
VR,pitch,20,CAM_FRONT_LEFT,0.5165,0.4490,0.9312
VR,pitch,20,CAM_BACK_LEFT,0.5070,0.4232,0.9140
VR,pitch,20,all,0.0313,0.0000,0.0565
VR,roll,-20,CAM_FRONT_RIGHT,0.5402,0.4890,0.9740
VR,roll,-20,CAM_BACK,0.4451,0.3412,0.8025
VR,roll,-20,CAM_BACK_RIGHT,0.5391,0.4793,0.9719
VR,roll,-16,CAM_FRONT,0.4779,0.3776,0.8617
VR,roll,-16,CAM_FRONT_LEFT,0.5195,0.4569,0.9366
VR,roll,-16,CAM_BACK_LEFT,0.5171,0.4417,0.9323
VR,roll,-16,all,0.2401,0.0454,0.4329
VR,roll,-12,CAM_FRONT_RIGHT,0.5417,0.4892,0.9767
VR,roll,-12,CAM_BACK,0.4493,0.3379,0.8100
VR,roll,-12,CAM_BACK_RIGHT,0.5462,0.4911,0.9847
VR,roll,-8,CAM_FRONT,0.4774,0.3816,0.8608
VR,roll,-8,CAM_FRONT_LEFT,0.5224,0.4619,0.9418
VR,roll,-8,CAM_BACK_LEFT,0.5227,0.4529,0.9425
VR,roll,-8,all,0.3064,0.1267,0.5524
VR,roll,-4,CAM_FRONT_RIGHT,0.5465,0.4984,0.9854
VR,roll,-4,CAM_BACK,0.4836,0.4044,0.8718
VR,roll,-4,CAM_BACK_RIGHT,0.5543,0.5065,0.9994
VR,roll,4,CAM_FRONT,0.4973,0.4195,0.8966
VR,roll,4,CAM_FRONT_LEFT,0.5303,0.4737,0.9561
VR,roll,4,CAM_BACK_LEFT,0.5341,0.4755,0.9630
VR,roll,4,all,0.3755,0.2364,0.6769
VR,roll,8,CAM_FRONT_RIGHT,0.5426,0.4927,0.9782
VR,roll,8,CAM_BACK,0.4642,0.3517,0.8370
VR,roll,8,CAM_BACK_RIGHT,0.5425,0.4884,0.9781
VR,roll,12,CAM_FRONT,0.4798,0.3818,0.8650
VR,roll,12,CAM_FRONT_LEFT,0.5173,0.4540,0.9326
VR,roll,12,CAM_BACK_LEFT,0.5205,0.4531,0.9384
VR,roll,12,all,0.2734,0.0895,0.4929
VR,roll,16,CAM_FRONT_RIGHT,0.5397,0.4872,0.9730
VR,roll,16,CAM_BACK,0.4540,0.3381,0.8186
VR,roll,16,CAM_BACK_RIGHT,0.5399,0.4851,0.9734
VR,roll,20,CAM_FRONT,0.4816,0.3842,0.8683
VR,roll,20,CAM_FRONT_LEFT,0.5176,0.4527,0.9332
VR,roll,20,CAM_BACK_LEFT,0.5171,0.4478,0.9323
VR,roll,20,all,0.2300,0.0512,0.4147
CR,yaw,-20,CAM_FRONT_RIGHT,0.5539,0.5109,0.9986
CR,yaw,-20,CAM_BACK,0.5282,0.4719,0.9523
CR,yaw,-20,CAM_BACK_RIGHT,0.5554,0.5064,1.0014
CR,yaw,-16,CAM_FRONT,0.5533,0.5133,0.9975
CR,yaw,-16,CAM_FRONT_LEFT,0.5489,0.5057,0.9896
CR,yaw,-16,CAM_BACK_LEFT,0.5557,0.5111,1.0019
CR,yaw,-16,all,0.5385,0.4820,0.9709
CR,yaw,-12,CAM_FRONT_RIGHT,0.5544,0.5124,0.9995
CR,yaw,-12,CAM_BACK,0.5394,0.4923,0.9726
CR,yaw,-12,CAM_BACK_RIGHT,0.5578,0.5108,1.0056
CR,yaw,-8,CAM_FRONT,0.5539,0.5156,0.9986
CR,yaw,-8,CAM_FRONT_LEFT,0.5511,0.5071,0.9936
CR,yaw,-8,CAM_BACK_LEFT,0.5556,0.5112,1.0016
CR,yaw,-8,all,0.5459,0.4927,0.9843
CR,yaw,-4,CAM_FRONT_RIGHT,0.5540,0.5119,0.9989
CR,yaw,-4,CAM_BACK,0.5486,0.5050,0.9891
CR,yaw,-4,CAM_BACK_RIGHT,0.5548,0.5120,1.0002
CR,yaw,4,CAM_FRONT,0.5506,0.5079,0.9926
CR,yaw,4,CAM_FRONT_LEFT,0.5546,0.5137,0.9999
CR,yaw,4,CAM_BACK_LEFT,0.5531,0.5086,0.9972
CR,yaw,4,all,0.5468,0.4953,0.9859
CR,yaw,8,CAM_FRONT_RIGHT,0.5537,0.5114,0.9983
CR,yaw,8,CAM_BACK,0.5477,0.5003,0.9874
CR,yaw,8,CAM_BACK_RIGHT,0.5568,0.5107,1.0038
CR,yaw,12,CAM_FRONT,0.5490,0.5075,0.9898
CR,yaw,12,CAM_FRONT_LEFT,0.5530,0.5131,0.9970
CR,yaw,12,CAM_BACK_LEFT,0.5450,0.4926,0.9826
CR,yaw,12,all,0.5366,0.4838,0.9675
CR,yaw,16,CAM_FRONT_RIGHT,0.5545,0.5114,0.9998
CR,yaw,16,CAM_BACK,0.5410,0.4903,0.9753
CR,yaw,16,CAM_BACK_RIGHT,0.5597,0.5156,1.0091
CR,yaw,20,CAM_FRONT,0.5464,0.5069,0.9850
CR,yaw,20,CAM_FRONT_LEFT,0.5515,0.5085,0.9943
CR,yaw,20,CAM_BACK_LEFT,0.5377,0.4794,0.9694
CR,yaw,20,all,0.5325,0.4739,0.9601
CR,pitch,-20,CAM_FRONT_RIGHT,0.5333,0.4727,0.9615
CR,pitch,-20,CAM_BACK,0.4574,0.3459,0.8246
CR,pitch,-20,CAM_BACK_RIGHT,0.5262,0.4557,0.9487
CR,pitch,-16,CAM_FRONT,0.4839,0.3857,0.8724
CR,pitch,-16,CAM_FRONT_LEFT,0.5183,0.4488,0.9344
CR,pitch,-16,CAM_BACK_LEFT,0.5033,0.4139,0.9073
CR,pitch,-16,all,0.0474,0.0000,0.0855
CR,pitch,-12,CAM_FRONT_RIGHT,0.5303,0.4670,0.9560
CR,pitch,-12,CAM_BACK,0.4486,0.3411,0.8088
CR,pitch,-12,CAM_BACK_RIGHT,0.5390,0.4812,0.9717
CR,pitch,-8,CAM_FRONT,0.4740,0.3667,0.8545
CR,pitch,-8,CAM_FRONT_LEFT,0.5106,0.4370,0.9206
CR,pitch,-8,CAM_BACK_LEFT,0.5028,0.4130,0.9066
CR,pitch,-8,all,0.1030,0.0184,0.1857
CR,pitch,-4,CAM_FRONT_RIGHT,0.5347,0.4773,0.9640
CR,pitch,-4,CAM_BACK,0.4407,0.3248,0.7945
CR,pitch,-4,CAM_BACK_RIGHT,0.5420,0.4827,0.9771
CR,pitch,4,CAM_FRONT,0.4716,0.3745,0.8503
CR,pitch,4,CAM_FRONT_LEFT,0.5125,0.4494,0.9240
CR,pitch,4,CAM_BACK_LEFT,0.5152,0.4500,0.9288
CR,pitch,4,all,0.2360,0.0879,0.4255
CR,pitch,8,CAM_FRONT_RIGHT,0.5373,0.4816,0.9688
CR,pitch,8,CAM_BACK,0.4547,0.3512,0.8197
CR,pitch,8,CAM_BACK_RIGHT,0.5339,0.4786,0.9625
CR,pitch,12,CAM_FRONT,0.4819,0.3856,0.8688
CR,pitch,12,CAM_FRONT_LEFT,0.5178,0.4504,0.9335
CR,pitch,12,CAM_BACK_LEFT,0.5069,0.4270,0.9140
CR,pitch,12,all,0.0679,0.0211,0.1223
CR,pitch,16,CAM_FRONT_RIGHT,0.5404,0.4846,0.9743
CR,pitch,16,CAM_BACK,0.4545,0.3505,0.8195
CR,pitch,16,CAM_BACK_RIGHT,0.5313,0.4643,0.9579
CR,pitch,20,CAM_FRONT,0.4836,0.3844,0.8718
CR,pitch,20,CAM_FRONT_LEFT,0.5174,0.4503,0.9328
CR,pitch,20,CAM_BACK_LEFT,0.5065,0.4231,0.9132
CR,pitch,20,all,0.0315,0.0000,0.0569
CR,roll,-20,CAM_FRONT_RIGHT,0.5400,0.4871,0.9735
CR,roll,-20,CAM_BACK,0.4469,0.3412,0.8057
CR,roll,-20,CAM_BACK_RIGHT,0.5400,0.4801,0.9736
CR,roll,-16,CAM_FRONT,0.4780,0.3773,0.8618
CR,roll,-16,CAM_FRONT_LEFT,0.5176,0.4563,0.9331
CR,roll,-16,CAM_BACK_LEFT,0.5161,0.4410,0.9305
CR,roll,-16,all,0.2355,0.0419,0.4247
CR,roll,-12,CAM_FRONT_RIGHT,0.5410,0.4881,0.9754
CR,roll,-12,CAM_BACK,0.4498,0.3389,0.8109
CR,roll,-12,CAM_BACK_RIGHT,0.5466,0.4917,0.9855
CR,roll,-8,CAM_FRONT,0.4779,0.3823,0.8616
CR,roll,-8,CAM_FRONT_LEFT,0.5218,0.4612,0.9408
CR,roll,-8,CAM_BACK_LEFT,0.5218,0.4518,0.9408
CR,roll,-8,all,0.3018,0.1220,0.5442
CR,roll,-4,CAM_FRONT_RIGHT,0.5467,0.4988,0.9856
CR,roll,-4,CAM_BACK,0.4832,0.4037,0.8712
CR,roll,-4,CAM_BACK_RIGHT,0.5542,0.5067,0.9991
CR,roll,4,CAM_FRONT,0.4971,0.4194,0.8963
CR,roll,4,CAM_FRONT_LEFT,0.5307,0.4744,0.9569
CR,roll,4,CAM_BACK_LEFT,0.5341,0.4753,0.9630
CR,roll,4,all,0.3755,0.2378,0.6769
CR,roll,8,CAM_FRONT_RIGHT,0.5423,0.4923,0.9778
CR,roll,8,CAM_BACK,0.4619,0.3482,0.8328
CR,roll,8,CAM_BACK_RIGHT,0.5418,0.4874,0.9768
CR,roll,12,CAM_FRONT,0.4800,0.3818,0.8654
CR,roll,12,CAM_FRONT_LEFT,0.5154,0.4513,0.9293
CR,roll,12,CAM_BACK_LEFT,0.5194,0.4519,0.9365
CR,roll,12,all,0.2642,0.0809,0.4764
CR,roll,16,CAM_FRONT_RIGHT,0.5395,0.4871,0.9726
CR,roll,16,CAM_BACK,0.4519,0.3327,0.8148
CR,roll,16,CAM_BACK_RIGHT,0.5387,0.4828,0.9713
CR,roll,20,CAM_FRONT,0.4792,0.3804,0.8640
CR,roll,20,CAM_FRONT_LEFT,0.5152,0.4494,0.9288
CR,roll,20,CAM_BACK_LEFT,0.5153,0.4451,0.9291
CR,roll,20,all,0.2261,0.0487,0.4076
