condition,axis,mag,protocol,nds,map6,rrs
ER,roll,-8,CAM_BACK_LEFT,0.5513,0.5065,1.0009
ER,roll,-8,all,0.5501,0.5036,0.9988
ER,roll,-4,CAM_FRONT_RIGHT,0.5509,0.5074,1.0003
ER,roll,-4,CAM_BACK,0.5503,0.5057,0.9991
ER,roll,-4,CAM_BACK_RIGHT,0.5505,0.5064,0.9995
ER,roll,4,CAM_FRONT,0.5501,0.5063,0.9988
ER,roll,4,CAM_FRONT_LEFT,0.5531,0.5114,1.0043
ER,roll,4,CAM_BACK_LEFT,0.5505,0.5069,0.9995
ER,roll,4,all,0.5519,0.5097,1.0021
ER,roll,8,CAM_FRONT_RIGHT,0.5497,0.5060,0.9981
ER,roll,8,CAM_BACK,0.5487,0.5039,0.9963
ER,roll,8,CAM_BACK_RIGHT,0.5504,0.5055,0.9993
ER,roll,12,CAM_FRONT,0.5485,0.5060,0.9958
ER,roll,12,CAM_FRONT_LEFT,0.5549,0.5133,1.0075
ER,roll,12,CAM_BACK_LEFT,0.5478,0.5024,0.9947
ER,roll,12,all,0.5413,0.4971,0.9829
ER,roll,16,CAM_FRONT_RIGHT,0.5486,0.5043,0.9960
ER,roll,16,CAM_BACK,0.5396,0.4926,0.9798
ER,roll,16,CAM_BACK_RIGHT,0.5480,0.5018,0.9950
ER,roll,20,CAM_FRONT,0.5432,0.4959,0.9864
ER,roll,20,CAM_FRONT_LEFT,0.5510,0.5055,1.0005
ER,roll,20,CAM_BACK_LEFT,0.5445,0.4974,0.9887
ER,roll,20,all,0.5114,0.4542,0.9286
VR,yaw,-20,CAM_FRONT_RIGHT,0.5243,0.4565,0.9519
VR,yaw,-20,CAM_BACK,0.4345,0.2873,0.7889
VR,yaw,-20,CAM_BACK_RIGHT,0.5357,0.4738,0.9726
VR,yaw,-16,CAM_FRONT,0.4392,0.2869,0.7975
VR,yaw,-16,CAM_FRONT_LEFT,0.5097,0.4318,0.9255
VR,yaw,-16,CAM_BACK_LEFT,0.4968,0.4057,0.9020
VR,yaw,-16,all,0.2388,0.0392,0.4335
VR,yaw,-12,CAM_FRONT_RIGHT,0.5291,0.4680,0.9606
VR,yaw,-12,CAM_BACK,0.4419,0.3081,0.8023
VR,yaw,-12,CAM_BACK_RIGHT,0.5418,0.4856,0.9837
VR,yaw,-8,CAM_FRONT,0.4612,0.3394,0.8373
VR,yaw,-8,CAM_FRONT_LEFT,0.5215,0.4540,0.9469
VR,yaw,-8,CAM_BACK_LEFT,0.5196,0.4466,0.9434
VR,yaw,-8,all,0.3099,0.1278,0.5626
VR,yaw,-4,CAM_FRONT_RIGHT,0.5434,0.4925,0.9867
VR,yaw,-4,CAM_BACK,0.4967,0.4200,0.9019
VR,yaw,-4,CAM_BACK_RIGHT,0.5488,0.4980,0.9965
VR,yaw,4,CAM_FRONT,0.4986,0.4206,0.9052
VR,yaw,4,CAM_FRONT_LEFT,0.5295,0.4693,0.9613
VR,yaw,4,CAM_BACK_LEFT,0.5318,0.4759,0.9656
VR,yaw,4,all,0.3945,0.2782,0.7163
VR,yaw,8,CAM_FRONT_RIGHT,0.5332,0.4777,0.9681
VR,yaw,8,CAM_BACK,0.4536,0.3316,0.8236
VR,yaw,8,CAM_BACK_RIGHT,0.5419,0.4885,0.9840
VR,yaw,12,CAM_FRONT,0.4579,0.3332,0.8314
VR,yaw,12,CAM_FRONT_LEFT,0.5003,0.4091,0.9084
VR,yaw,12,CAM_BACK_LEFT,0.5086,0.4302,0.9234
VR,yaw,12,all,0.2591,0.0558,0.4704
VR,yaw,16,CAM_FRONT_RIGHT,0.5221,0.4590,0.9479
VR,yaw,16,CAM_BACK,0.4160,0.2652,0.7554
VR,yaw,16,CAM_BACK_RIGHT,0.5298,0.4659,0.9619
VR,yaw,20,CAM_FRONT,0.4549,0.3263,0.8259
VR,yaw,20,CAM_FRONT_LEFT,0.4934,0.3927,0.8958
VR,yaw,20,CAM_BACK_LEFT,0.4978,0.4148,0.9039
VR,yaw,20,all,0.2044,0.0172,0.3711
VR,pitch,-20,CAM_FRONT_RIGHT,0.5326,0.4708,0.9670
VR,pitch,-20,CAM_BACK,0.4566,0.3457,0.8291
VR,pitch,-20,CAM_BACK_RIGHT,0.5276,0.4601,0.9580
VR,pitch,-16,CAM_FRONT,0.4819,0.3798,0.8750
VR,pitch,-16,CAM_FRONT_LEFT,0.5190,0.4466,0.9424
VR,pitch,-16,CAM_BACK_LEFT,0.4972,0.4024,0.9028
VR,pitch,-16,all,0.0431,0.0046,0.0782
VR,pitch,-12,CAM_FRONT_RIGHT,0.5274,0.4630,0.9576
VR,pitch,-12,CAM_BACK,0.4530,0.3476,0.8226
VR,pitch,-12,CAM_BACK_RIGHT,0.5355,0.4751,0.9723
VR,pitch,-8,CAM_FRONT,0.4708,0.3602,0.8548
VR,pitch,-8,CAM_FRONT_LEFT,0.5096,0.4323,0.9253
VR,pitch,-8,CAM_BACK_LEFT,0.4993,0.4065,0.9066
VR,pitch,-8,all,0.1155,0.0167,0.2097
VR,pitch,-4,CAM_FRONT_RIGHT,0.5309,0.4694,0.9640
VR,pitch,-4,CAM_BACK,0.4430,0.3267,0.8044
VR,pitch,-4,CAM_BACK_RIGHT,0.5406,0.4775,0.9815
VR,pitch,4,CAM_FRONT,0.4692,0.3738,0.8519
VR,pitch,4,CAM_FRONT_LEFT,0.5077,0.4452,0.9218
VR,pitch,4,CAM_BACK_LEFT,0.5117,0.4418,0.9290
VR,pitch,4,all,0.2393,0.0889,0.4346
VR,pitch,8,CAM_FRONT_RIGHT,0.5350,0.4763,0.9713
VR,pitch,8,CAM_BACK,0.4579,0.3578,0.8313
VR,pitch,8,CAM_BACK_RIGHT,0.5335,0.4769,0.9687
VR,pitch,12,CAM_FRONT,0.4755,0.3757,0.8634
VR,pitch,12,CAM_FRONT_LEFT,0.5174,0.4471,0.9395
VR,pitch,12,CAM_BACK_LEFT,0.5036,0.4198,0.9143
VR,pitch,12,all,0.0678,0.0192,0.1231
VR,pitch,16,CAM_FRONT_RIGHT,0.5377,0.4783,0.9763
VR,pitch,16,CAM_BACK,0.4574,0.3541,0.8305
VR,pitch,16,CAM_BACK_RIGHT,0.5285,0.4585,0.9597
VR,pitch,20,CAM_FRONT,0.4799,0.3807,0.8714
VR,pitch,20,CAM_FRONT_LEFT,0.5173,0.4480,0.9393
VR,pitch,20,CAM_BACK_LEFT,0.5028,0.4160,0.9130
VR,pitch,20,all,0.0389,0.0000,0.0706
VR,roll,-20,CAM_FRONT_RIGHT,0.5345,0.4807,0.9706
VR,roll,-20,CAM_BACK,0.4492,0.3444,0.8157
VR,roll,-20,CAM_BACK_RIGHT,0.5413,0.4803,0.9829
VR,roll,-16,CAM_FRONT,0.4769,0.3757,0.8659
VR,roll,-16,CAM_FRONT_LEFT,0.5190,0.4541,0.9423
VR,roll,-16,CAM_BACK_LEFT,0.5165,0.4404,0.9377
VR,roll,-16,all,0.2393,0.0462,0.4344
VR,roll,-12,CAM_FRONT_RIGHT,0.5369,0.4796,0.9748
VR,roll,-12,CAM_BACK,0.4465,0.3367,0.8107
VR,roll,-12,CAM_BACK_RIGHT,0.5471,0.4900,0.9934
VR,roll,-8,CAM_FRONT,0.4798,0.3820,0.8712
VR,roll,-8,CAM_FRONT_LEFT,0.5190,0.4570,0.9423
VR,roll,-8,CAM_BACK_LEFT,0.5215,0.4516,0.9468
VR,roll,-8,all,0.3088,0.1327,0.5607
VR,roll,-4,CAM_FRONT_RIGHT,0.5424,0.4904,0.9849
VR,roll,-4,CAM_BACK,0.4818,0.4001,0.8748
VR,roll,-4,CAM_BACK_RIGHT,0.5530,0.5003,1.0040
VR,roll,4,CAM_FRONT,0.4958,0.4150,0.9002
VR,roll,4,CAM_FRONT_LEFT,0.5274,0.4680,0.9576
VR,roll,4,CAM_BACK_LEFT,0.5351,0.4725,0.9716
VR,roll,4,all,0.3790,0.2347,0.6882
VR,roll,8,CAM_FRONT_RIGHT,0.5397,0.4865,0.9800
VR,roll,8,CAM_BACK,0.4618,0.3489,0.8384
VR,roll,8,CAM_BACK_RIGHT,0.5416,0.4843,0.9834
VR,roll,12,CAM_FRONT,0.4786,0.3802,0.8689
VR,roll,12,CAM_FRONT_LEFT,0.5134,0.4457,0.9322
VR,roll,12,CAM_BACK_LEFT,0.5170,0.4459,0.9388
VR,roll,12,all,0.2800,0.0940,0.5084
VR,roll,16,CAM_FRONT_RIGHT,0.5380,0.4839,0.9769
VR,roll,16,CAM_BACK,0.4520,0.3374,0.8206
VR,roll,16,CAM_BACK_RIGHT,0.5378,0.4807,0.9764
VR,roll,20,CAM_FRONT,0.4796,0.3777,0.8709
VR,roll,20,CAM_FRONT_LEFT,0.5165,0.4469,0.9378
VR,roll,20,CAM_BACK_LEFT,0.5147,0.4415,0.9346
VR,roll,20,all,0.2297,0.0517,0.4171
CR,yaw,-20,CAM_FRONT_RIGHT,0.5498,0.5042,0.9983
CR,yaw,-20,CAM_BACK,0.5305,0.4741,0.9633
CR,yaw,-20,CAM_BACK_RIGHT,0.5536,0.5011,1.0051
CR,yaw,-16,CAM_FRONT,0.5569,0.5161,1.0111
CR,yaw,-16,CAM_FRONT_LEFT,0.5476,0.5008,0.9943
CR,yaw,-16,CAM_BACK_LEFT,0.5527,0.5052,1.0035
CR,yaw,-16,all,0.5429,0.4879,0.9856
CR,yaw,-12,CAM_FRONT_RIGHT,0.5523,0.5074,1.0028
CR,yaw,-12,CAM_BACK,0.5381,0.4917,0.9770
CR,yaw,-12,CAM_BACK_RIGHT,0.5560,0.5058,1.0095
CR,yaw,-8,CAM_FRONT,0.5569,0.5174,1.0112
CR,yaw,-8,CAM_FRONT_LEFT,0.5479,0.4994,0.9948
CR,yaw,-8,CAM_BACK_LEFT,0.5516,0.5053,1.0016
CR,yaw,-8,all,0.5498,0.5000,0.9983
CR,yaw,-4,CAM_FRONT_RIGHT,0.5521,0.5065,1.0025
CR,yaw,-4,CAM_BACK,0.5463,0.5013,0.9919
CR,yaw,-4,CAM_BACK_RIGHT,0.5520,0.5053,1.0023
CR,yaw,4,CAM_FRONT,0.5500,0.5058,0.9986
CR,yaw,4,CAM_FRONT_LEFT,0.5521,0.5068,1.0024
CR,yaw,4,CAM_BACK_LEFT,0.5501,0.5004,0.9988
CR,yaw,4,all,0.5515,0.5005,1.0013
CR,yaw,8,CAM_FRONT_RIGHT,0.5498,0.5037,0.9983
CR,yaw,8,CAM_BACK,0.5481,0.4997,0.9952
CR,yaw,8,CAM_BACK_RIGHT,0.5558,0.5054,1.0092
CR,yaw,12,CAM_FRONT,0.5504,0.5059,0.9994
CR,yaw,12,CAM_FRONT_LEFT,0.5487,0.5052,0.9963
CR,yaw,12,CAM_BACK_LEFT,0.5421,0.4873,0.9843
CR,yaw,12,all,0.5346,0.4787,0.9707
CR,yaw,16,CAM_FRONT_RIGHT,0.5506,0.5047,0.9998
CR,yaw,16,CAM_BACK,0.5391,0.4893,0.9789
CR,yaw,16,CAM_BACK_RIGHT,0.5581,0.5094,1.0134
CR,yaw,20,CAM_FRONT,0.5462,0.4991,0.9917
CR,yaw,20,CAM_FRONT_LEFT,0.5475,0.5029,0.9941
CR,yaw,20,CAM_BACK_LEFT,0.5352,0.4759,0.9718
CR,yaw,20,all,0.5290,0.4740,0.9605
CR,pitch,-20,CAM_FRONT_RIGHT,0.5329,0.4713,0.9675
CR,pitch,-20,CAM_BACK,0.4569,0.3445,0.8296
CR,pitch,-20,CAM_BACK_RIGHT,0.5269,0.4540,0.9567
CR,pitch,-16,CAM_FRONT,0.4835,0.3831,0.8779
CR,pitch,-16,CAM_FRONT_LEFT,0.5187,0.4478,0.9418
CR,pitch,-16,CAM_BACK_LEFT,0.4966,0.4029,0.9016
CR,pitch,-16,all,0.0435,0.0000,0.0789
CR,pitch,-12,CAM_FRONT_RIGHT,0.5265,0.4614,0.9559
CR,pitch,-12,CAM_BACK,0.4556,0.3498,0.8272
CR,pitch,-12,CAM_BACK_RIGHT,0.5364,0.4760,0.9739
CR,pitch,-8,CAM_FRONT,0.4704,0.3591,0.8540
CR,pitch,-8,CAM_FRONT_LEFT,0.5100,0.4331,0.9259
CR,pitch,-8,CAM_BACK_LEFT,0.4989,0.4056,0.9058
CR,pitch,-8,all,0.1027,0.0165,0.1864
CR,pitch,-4,CAM_FRONT_RIGHT,0.5310,0.4696,0.9642
CR,pitch,-4,CAM_BACK,0.4430,0.3272,0.8044
CR,pitch,-4,CAM_BACK_RIGHT,0.5405,0.4778,0.9814
CR,pitch,4,CAM_FRONT,0.4695,0.3741,0.8524
CR,pitch,4,CAM_FRONT_LEFT,0.5078,0.4447,0.9221
CR,pitch,4,CAM_BACK_LEFT,0.5102,0.4415,0.9263
CR,pitch,4,all,0.2373,0.0870,0.4308
CR,pitch,8,CAM_FRONT_RIGHT,0.5351,0.4767,0.9715
CR,pitch,8,CAM_BACK,0.4565,0.3581,0.8289
CR,pitch,8,CAM_BACK_RIGHT,0.5328,0.4755,0.9674
CR,pitch,12,CAM_FRONT,0.4775,0.3794,0.8669
CR,pitch,12,CAM_FRONT_LEFT,0.5177,0.4479,0.9400
CR,pitch,12,CAM_BACK_LEFT,0.5035,0.4203,0.9142
CR,pitch,12,all,0.0675,0.0198,0.1225
CR,pitch,16,CAM_FRONT_RIGHT,0.5386,0.4793,0.9780
CR,pitch,16,CAM_BACK,0.4561,0.3540,0.8281
CR,pitch,16,CAM_BACK_RIGHT,0.5307,0.4620,0.9636
CR,pitch,20,CAM_FRONT,0.4805,0.3823,0.8725
CR,pitch,20,CAM_FRONT_LEFT,0.5183,0.4489,0.9410
CR,pitch,20,CAM_BACK_LEFT,0.5004,0.4133,0.9086
CR,pitch,20,all,0.0406,0.0000,0.0737
CR,roll,-20,CAM_FRONT_RIGHT,0.5348,0.4789,0.9710
CR,roll,-20,CAM_BACK,0.4515,0.3461,0.8199
CR,roll,-20,CAM_BACK_RIGHT,0.5415,0.4804,0.9832
CR,roll,-16,CAM_FRONT,0.4765,0.3737,0.8651
CR,roll,-16,CAM_FRONT_LEFT,0.5175,0.4543,0.9396
CR,roll,-16,CAM_BACK_LEFT,0.5150,0.4386,0.9350
CR,roll,-16,all,0.2368,0.0443,0.4299
CR,roll,-12,CAM_FRONT_RIGHT,0.5358,0.4776,0.9728
CR,roll,-12,CAM_BACK,0.4473,0.3369,0.8121
CR,roll,-12,CAM_BACK_RIGHT,0.5482,0.4918,0.9953
CR,roll,-8,CAM_FRONT,0.4807,0.3831,0.8728
CR,roll,-8,CAM_FRONT_LEFT,0.5185,0.4576,0.9414
CR,roll,-8,CAM_BACK_LEFT,0.5210,0.4511,0.9460
CR,roll,-8,all,0.3048,0.1282,0.5534
CR,roll,-4,CAM_FRONT_RIGHT,0.5429,0.4910,0.9857
CR,roll,-4,CAM_BACK,0.4820,0.4008,0.8751
CR,roll,-4,CAM_BACK_RIGHT,0.5531,0.5025,1.0042
CR,roll,4,CAM_FRONT,0.4956,0.4144,0.8998
CR,roll,4,CAM_FRONT_LEFT,0.5281,0.4696,0.9589
CR,roll,4,CAM_BACK_LEFT,0.5348,0.4718,0.9711
CR,roll,4,all,0.3783,0.2344,0.6868
CR,roll,8,CAM_FRONT_RIGHT,0.5386,0.4850,0.9780
CR,roll,8,CAM_BACK,0.4611,0.3478,0.8373
CR,roll,8,CAM_BACK_RIGHT,0.5413,0.4829,0.9828
CR,roll,12,CAM_FRONT,0.4791,0.3803,0.8699
CR,roll,12,CAM_FRONT_LEFT,0.5111,0.4439,0.9281
CR,roll,12,CAM_BACK_LEFT,0.5160,0.4443,0.9369
CR,roll,12,all,0.2678,0.0818,0.4862
CR,roll,16,CAM_FRONT_RIGHT,0.5369,0.4823,0.9749
CR,roll,16,CAM_BACK,0.4498,0.3303,0.8166
CR,roll,16,CAM_BACK_RIGHT,0.5376,0.4786,0.9761
CR,roll,20,CAM_FRONT,0.4762,0.3711,0.8647
CR,roll,20,CAM_FRONT_LEFT,0.5151,0.4455,0.9352
CR,roll,20,CAM_BACK_LEFT,0.5126,0.4387,0.9308
CR,roll,20,all,0.2250,0.0472,0.4085
